FL,6,7,8
50,0,1,0
55,3,4,2
60,13,13,1
65,20,19,5
70,24,31,7
75,41,48,13
80,51,59,24
85,39,48,23
90,22,29,30
95,14,20,26
100,12,19,30
105,11,23,17
110,4,12,22
115,6,4,12
120,3,7,15
125,6,3,10
130,2,7,12
135,1,5,10
140,6,6,10
145,3,9,9
150,2,3,8
155,1,2,5
160,1,1,5
165,1,4,3
170,1,0,6
175,0,2,5
180,1,3,1
185,0,0,0
190,0,1,0
195,0,0,0
200,1,0,1
205,0,0,0
210,0,0,0
215,0,0,1
